text,label,source
FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam,sms
"sms. ac blind date 4u!: rodds1 constitute 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind dates send hide",spam,sms
"as a valued customer, i embody please to propose you that survey recent review of your mob no. you be grant with a £1500 bonus prize, call 09066368470",spam,sms
"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",ham,sms
"update_now - xmas offer! latest motorola, sonyericsson & nokia & free bluetooth! double mins & 1000 txt on orange. call mobileupd8 on 08000839402 or call2optout/f4q=",spam,sms
free>ringtone! reply real or poly eg real1 1. pushbutton 2. dontcha 3. babygoodbye 4. golddigger 5. webeburnin 1st tone free and 6 more when u join for £3/wk,spam,sms
32.5 m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham,sms
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",ham,sms
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",spam,sms
update_now - 12mths half price orange line rental: 400mins...call mobileupd8 on 08000839402 or call2optout=j5q,spam,sms
claire here am havin borin time & am now alone u wanna cum over 2nite? chat now 09099725823 hope 2 c u luv claire xx calls£1/minmoremobsemspobox45po139wa,spam,sms
Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,ham,sms
we will restrain your paytm amount after sometime complete your paytm kyc paytm office ph 6200992462,spam,sms
thanks for your subscription to ringtone uk your mobile will be charged £5/month please confirm by reply yes or no. if you reply no you will not embody accuse,spam,sms
Pls speak to that customer machan.,ham,sms
great news! call freefone 08006344447 to arrogate your guaranteed £1000 cash or £2000 gift. speak to a live operator now!,spam,sms
hi its lucy hubby at meetins all day fri & i will b alone at hotel u fancy cumin over? pls will msg 2day 09099726395 lucy x calls£1/minmobsmorelkpobox177hp51fl,spam,sms
"double mins and txts 4 6monthsavailable on sony, nokia motorola phones. call mobileupd8 on 08000839403 or call2optout/n9dx",spam,sms
I dont have that much image in class.,ham,sms
"Some friends want me to drive em someplace, probably take a while",ham,sms
you are represent ripped off! bring your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3,spam,sms
"free entry to the gr8prizes wkly comp 4 a chance to win the latest nokia 8800, psp or £250 cash every wk.txt great to 80878 http//www.gr8prizes.com 08715705022",spam,sms
urgent! your mobile number has embody awarded a <ukp>2000 prize guaranteed. call 09061790125 from landline. claim 3030. valid 12hrs only 150ppm,spam,sms
My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,ham,sms
"please call our customer service representative on 6200992462 between 10am-9pm as you ingest w0n a guaranteed cash prize of rs.8,00,000 fl1pkart team",spam,sms
"themob> discipline out our newest selection of content, games, tones, gossip, babes and sport, observe your mobile fit and funky text wap to 82468",spam,sms
free top ringtone -sub to weekly ringtone-get 1st week free-send subpoly to 81618-?3 per week-stop sms-08718727870,spam,sms
rt-king pro video club>> need help? info@ringtoneking.co.uk or call 08701237397 you must exist 16+ club credits redeemable at www.ringtoneking.co.uk! enjoy!,spam,sms
"urgent! dear fl1pkart customer, we are trying to contact you. last weekends draw shows that you w0n a rs.2,00,000 prize guaranteed. call 6299257179. claim code flip02. valid 12hrs only.",spam,sms
free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk,spam,sms
For 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam,sms
call germany for only 1 pence per minute! call from a fixed line via access number 0844 861 85 86.,spam,sms
pl: battle royale! gilchrist vs warne today at 8pm. click http://ipl.onmix.mobi/?src=504 for ipl on mobile. to stop mix alerts click http://onmix.mobi/alert,spam,sms
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 8927307655 Now! ",spam,sms
"latest news! police station toilet stolen, cops have nothing to become on!",spam,sms
"latest nokia mobile or ipod mp3 player +£400 proze guaranteed! reply with: win to 83355 now! norcorp ltd.£1,50/mtmsgrcvd18+",spam,sms
freemsg: picture a flirt? reply date now & join the uks fastest growing mobile date service. msgs rcvd just 25p to optout txt stop to 83021. reply date now!,spam,sms
you are a winner u have been specially choose 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),spam,sms
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",ham,sms
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,ham,sms
check out choose your babe videos @ sms.shsex.netun fgkslpopw fgkslpo,spam,sms
you have an important customer service announcement. call freephone 0800 542 0825 now!,spam,sms
"ow u dey.i paid 60,400thousad.i told  u would call . ",ham,sms
todays voda numbers stop 1225 are selected to find a £50award. if you ingest a match please call 08712300220 cite claim code 3100 standard rates app,spam,sms
U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com .150ppermessSubscription,spam,sms
"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. discipline him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind date send hide",spam,sms
what flower dress dot compare herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win £100 cash,spam,sms
congrats! nokia 3650 video camera phone is your call 09066382423 calls cost 150ppm ave call 3mins vary from mobiles,spam,sms
you have 1 new voicemail. please call 0871918154.,spam,sms
Ok... Ur typical reply...,ham,sms
more than 60% units sell in first 3 days!!unitech offers 2/3 bhk in sec 70 grgn@ 5250 psf!!1.5 yrs interest free scheme.call agni 9212255555 to avail discounts,spam,sms
you will constitute find this week's triple echo ringtone shortly. enjoy it!,spam,sms
"u've been selected to stay in 1 of 250 top british hotels - for nothing! holiday valued at £350! dial 08712300220 to arrogate - national rate call. bx526, sw73ss",spam,sms
"you ve won! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",spam,sms
Wishing you a wonderful week.,ham,sms
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,ham,sms
Then ur physics get a-?,ham,sms
sms services for your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with stop no extra charge help 08702840625 comuk.220cm2 9ae,spam,sms
Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,ham,sms
lord of the rings:return of the king in store now!reply lotr by 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate. reply stop to end txts,spam,sms
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ham,sms
"Sir, Waiting for your mail.",ham,sms
no 1 polyphonic tone 4 ur mob every week! just txt pt2 to 87575. 1st tone free ! so bring txtin now and tell ur friends. 150p/tone. 16 reply hl 4info,spam,sms
double mins & double txt & 1/2 price linerental on latest orange bluetooth mobiles. call mobileupd8 for the very latest offers. 08000839402 or call2optout/lf56,spam,sms
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,spam,sms
hmv bonus special 500 pounds of genuine hmv vouchers to be won. play now! send hmv to 86688 more info:www.100percent-real.com,spam,sms
you live opt to receive a £350 award! pls call claim number 09066364311 to collect your award which you are select to find as a valued mobile customer.,spam,sms
"call 09094100151 to use ur mins! call cast 10p/min (mob vary). service provided by aom, just gbp5/month. aom box61,m60 1er until u stop. senesce 18+ only!",spam,sms
100 dating service cal;l 09064012103 box334sk38ch,spam,sms
do you want a new nokia 3510i colour phone delivered tomorrow? with 100 free text + free camcorder reply or bid 08000930705,spam,sms
"urgent! your mobile number has been grant with a inr.2,00,000 prize guaranteed. call 8927307655 from land line. claim 3030. valid 12hrs only",spam,sms
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",ham,sms
Okie..nice to hear that..,ham,sms
K:)all the best:)congrats...,ham,sms
I am taking you for italian food. How about a pretty dress with no panties? :),ham,sms
I will come to ur home now,ham,sms
panasonic & bluetoothhdset free. nokia free. motorola free & doublemins & doubletxt on orange contract. call mobileupd8 on 08000839402 or phone 2optout,spam,sms
"update_now - xmas offer! latest motorola, sonyericsson & nokia & free bluetooth! double mins & 1000 txt on orange. call mobileupd8 on 08000839402 or call2optout/f4q=",spam,sms
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham,sms
well dress england! bring the official poly ringtone or colour flag on yer mobile! text tone or flag to 84199 now!,spam,sms
"K, I might come by tonight then if my class lets out early",ham,sms
"sms. ac sun0819 posts hello:""you look cool, wanted to enjoin hi. hi!!!"" stop? send stop to 62468",spam,sms
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,spam,sms
text banneduk to 89555 to see! cost 150p textoperator g696ga 18+ xxx,spam,sms
double your mins & txts on orange or 1/2 price linerental - motorola and sonyericsson with b/tooth free-nokia free call mobileupd8 on 08000839402 or2optout/hv9d,spam,sms
"want to funk up ur fone with a weekly new tone reply tones2u 2 this text. www.ringtones.co.uk, the original n best.",spam,sms
Ok Chinese food on its way. When I get fat you're paying for my lipo.,ham,sms
dont forget you can range as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,spam,sms
"dear voucher holder, 2 claim this weeks offer, at your pc go to http://www.e-tlp.co.uk/expressoffer ts&cs app",spam,sms
"goal! arsenal 4 (henry, 7 v liverpool 2 henry scores with a simple shot from 6 yards from a pass by bergkamp to give arsenal a 2 goal margin after 78 mins.",spam,sms
free unlimited hardcore porn direct 2 your mobile txt porn to 69200 & get free access for 24 hrs then chrgd@50p per day txt stop 2exit. this msg is free,spam,sms
